Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,205.62192482082304,208.6453312098775,205.14454805950575,208.63539123535156,12077100,0.0,0.0
2020-01-03 00:00:00-05:00,206.079438098495,209.2520202365909,205.820846984823,207.53146362304688,11188400,0.0,0.0
2020-01-06 00:00:00-05:00,205.5722298524771,211.6190588431424,205.39321922710818,211.44004821777344,17058900,0.0,0.0
2020-01-07 00:00:00-05:00,211.65882590619583,213.4092175897688,210.59465672021256,211.8975067138672,14912400,0.0,0.0
2020-01-08 00:00:00-05:00,211.83784200935605,215.06016957635293,211.4499705112899,214.0457305908203,13475000,0.0,0.0
2020-01-09 00:00:00-05:00,216.353069432387,217.18849782674852,215.0999496041477,217.1089324951172,12642800,0.0,0.0
2020-01-10 00:00:00-05:00,218.00401869078888,218.6803164304871,216.23373177220356,216.8702392578125,12119400,0.0,0.0
2020-01-13 00:00:00-05:00,218.40182499540248,220.75888895003618,218.0139535196332,220.69921875,14463400,0.0,0.0
2020-01-14 00:00:00-05:00,220.40088193827663,221.16668501701506,217.4371452625265,217.8647918701172,13288900,0.0,0.0
2020-01-15 00:00:00-05:00,219.40631239028434,220.47046638472378,218.93887558158073,219.943359375,10036500,0.0,0.0
2020-01-16 00:00:00-05:00,221.35562037319679,221.4152905729827,219.18750700259173,220.5599822998047,10015300,0.0,0.0
2020-01-17 00:00:00-05:00,220.81857808100168,221.07715402850437,219.32676225006637,220.927978515625,15905900,0.0,0.0
2020-01-21 00:00:00-05:00,220.9478690626974,221.15671477639958,217.92444720970508,220.23179626464844,14275800,0.0,0.0
2020-01-22 00:00:00-05:00,221.09706132444552,221.5346630870242,220.07268227819824,220.1124725341797,12212800,0.0,0.0
2020-01-23 00:00:00-05:00,219.54556277235875,220.28153071098316,218.07364207064526,218.5609588623047,11195000,0.0,0.0
2020-01-24 00:00:00-05:00,219.59529643317794,220.56994520726215,214.93088310818575,216.7509002685547,11905800,0.0,0.0
2020-01-27 00:00:00-05:00,211.93730015076656,214.88114144354375,211.34056777155064,213.6976318359375,13810700,0.0,0.0
2020-01-28 00:00:00-05:00,214.96070853609658,217.546528633201,212.35500848824736,216.60169982910156,13413800,0.0,0.0
2020-01-29 00:00:00-05:00,220.23179707511665,222.97673269404922,217.2581054396217,222.01202392578125,33181300,0.0,0.0
2020-01-30 00:00:00-05:00,205.40316315937525,210.27642250062507,203.6328761219066,208.3867950439453,48775500,0.0,0.0
2020-01-31 00:00:00-05:00,207.29278024653664,207.55137137594045,199.96299647294293,200.80836486816406,31359900,0.0,0.0
2020-02-03 00:00:00-05:00,202.33001978599498,204.02074143388248,201.39514606260624,203.075927734375,15495600,0.0,0.0
2020-02-04 00:00:00-05:00,205.49265752288923,209.45095320519724,204.0804069938506,208.68515014648438,19628900,0.0,0.0
2020-02-05 00:00:00-05:00,211.35050694482248,211.56930780466905,207.57125247591208,208.96360778808594,12538200,0.0,0.0
2020-02-06 00:00:00-05:00,209.32165342713526,210.0377262408998,208.19781397695627,209.6995849609375,10567500,0.0,0.0
2020-02-07 00:00:00-05:00,209.15257076668848,211.6588254708243,208.78457922972783,211.17149353027344,12242500,0.0,0.0
2020-02-10 00:00:00-05:00,210.36591588768266,212.6334746137678,209.51060758394635,211.8975067138672,11856400,0.0,0.0
2020-02-11 00:00:00-05:00,209.04320226217538,209.7095449098718,205.38327251262774,206.0595703125,25030800,0.0,0.0
2020-02-12 00:00:00-05:00,206.71596555058454,210.06757379736624,206.26840863379675,209.61007690429688,13813700,0.0,0.0
2020-02-13 00:00:00-05:00,208.3768073216397,213.16056025236824,208.03865091879658,211.97705078125,15396600,0.0,0.0
2020-02-14 00:00:00-05:00,212.83238770348734,213.75730621625965,211.48974741177932,213.0113983154297,10741700,0.0,0.0
2020-02-18 00:00:00-05:00,212.38485225578444,216.79067443557608,212.23566156590167,216.61166381835938,15609200,0.0,0.0
2020-02-19 00:00:00-05:00,216.8006166454171,217.12881793292527,214.93086937435274,216.3033447265625,12135100,0.0,0.0
2020-02-20 00:00:00-05:00,215.33865839666007,217.5763822643485,211.78812924233705,213.40924072265625,13109200,0.0,0.0
2020-02-21 00:00:00-05:00,212.31521611251364,213.0710791482345,207.69059329626637,209.03321838378906,14092300,0.0,0.0
2020-02-24 00:00:00-05:00,200.69895661606475,202.53885367588126,197.08875750073156,199.62484741210938,23080100,0.0,0.0
2020-02-25 00:00:00-05:00,201.14650755816808,202.38968745654984,194.88087783521686,195.6964111328125,21433500,0.0,0.0
2020-02-26 00:00:00-05:00,196.1141139792755,200.11218470459454,194.42339238515686,196.12405395507812,16524500,0.0,0.0
2020-02-27 00:00:00-05:00,190.77341959338355,194.8112654291653,188.4660704440593,188.71470642089844,21682600,0.0,0.0
2020-02-28 00:00:00-05:00,181.70316293171288,191.68839193525,180.82797464105602,191.41986083984375,32568900,0.0,0.0
2020-03-02 00:00:00-05:00,192.9713402808214,195.4974901355964,187.81961046801368,195.36819458007812,24949000,0.0,0.0
2020-03-03 00:00:00-05:00,195.14940313501347,196.16384215105458,182.96624049342807,184.87576293945312,27984100,0.0,0.0
2020-03-04 00:00:00-05:00,188.13786483926847,190.78335521458132,185.37303405396824,190.71372985839844,23062500,0.0,0.0
2020-03-05 00:00:00-05:00,185.76091482751224,187.95886359946832,182.886683464515,184.15969848632812,19333400,0.0,0.0
2020-03-06 00:00:00-05:00,177.35702340548096,182.77728486672916,175.29831015655276,180.10195922851562,24559600,0.0,0.0
