Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,151.28913816971797,153.14713892548826,150.8603710012965,153.04232788085938,22622100,0.0,0.0
2020-01-03 00:00:00-05:00,150.8508074465806,152.40389764073367,150.60306438648712,151.1366424560547,21116200,0.0,0.0
2020-01-06 00:00:00-05:00,149.66932792275708,151.59403303057528,149.1262122356397,151.52732849121094,20813700,0.0,0.0
2020-01-07 00:00:00-05:00,151.8035909871786,152.1370699264182,149.89794720098098,150.1456756591797,21634100,0.0,0.0
2020-01-08 00:00:00-05:00,151.43201531179338,153.21380259511494,150.4982536880769,152.53729248046875,27746500,0.0,0.0
2020-01-09 00:00:00-05:00,154.20474183695646,154.56681892653168,153.4329581787887,154.4429473876953,21385000,0.0,0.0
2020-01-10 00:00:00-05:00,155.13850446552647,155.51962749773685,153.57586223229333,153.7283172607422,20725900,0.0,0.0
2020-01-13 00:00:00-05:00,154.12856423207592,155.60544203274048,153.65215297630783,155.5768585205078,21626500,0.0,0.0
2020-01-14 00:00:00-05:00,155.68161454893516,155.88171360275174,154.09040326179172,154.48106384277344,23477400,0.0,0.0
2020-01-15 00:00:00-05:00,154.94792828742086,156.20566046275715,154.9002988126162,155.48150634765625,21417900,0.0,0.0
2020-01-16 00:00:00-05:00,156.59634588243543,158.39717939109113,156.29143577737156,158.33047485351562,23865400,0.0,0.0
2020-01-17 00:00:00-05:00,159.5214787723871,159.56912278652388,157.62535750547391,159.21658325195312,34371700,0.0,0.0
2020-01-21 00:00:00-05:00,158.81642903008304,160.25520014428386,158.57822343251772,158.64492797851562,29517200,0.0,0.0
2020-01-22 00:00:00-05:00,159.5024395780896,159.5882046305639,157.8635841373356,157.8826446533203,24138800,0.0,0.0
2020-01-23 00:00:00-05:00,158.3494976677738,158.93071969561666,157.47290313279794,158.8544921875,19680800,0.0,0.0
2020-01-24 00:00:00-05:00,159.60725639663437,159.62631691331043,156.69162251851603,157.2537841796875,24918100,0.0,0.0
2020-01-27 00:00:00-05:00,153.5472991294745,155.67210320610195,152.64212090354462,154.62399291992188,32078100,0.0,0.0
